n_samples,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z
130,-0.732421875,-0.3662109375,0.06103515625,10.28900390625,-0.5508544921875,0.4981640625
131,-0.6103515625,-0.42724609375,0.1220703125,10.28900390625,-0.5460644531250001,0.5029541015625
132,-0.48828125,-0.30517578125,0.0,10.3129541015625,-0.55564453125,0.488583984375
133,-0.54931640625,-0.30517578125,0.0,10.308164062500001,-0.5412744140625,0.488583984375
134,-0.54931640625,-0.3662109375,0.0,10.3129541015625,-0.55564453125,0.488583984375
135,-0.48828125,-0.3662109375,0.0,10.336904296875,-0.5412744140625,0.5029541015625
136,-0.54931640625,-0.3662109375,0.06103515625,10.332114257812501,-0.536484375,0.488583984375
137,-0.48828125,-0.30517578125,0.06103515625,10.3033740234375,-0.5412744140625,0.48379394531250003
138,-0.6103515625,-0.30517578125,0.0,10.298583984375,-0.5412744140625,0.5077441406250001
139,-0.67138671875,-0.30517578125,0.06103515625,10.3225341796875,-0.5700146484375,0.5269042968750001
140,-0.6103515625,-0.3662109375,0.06103515625,10.317744140625,-0.5652246093750001,0.5029541015625
141,-0.67138671875,-0.3662109375,0.06103515625,10.3225341796875,-0.5460644531250001,0.4981640625
142,-0.6103515625,-0.244140625,0.0,10.308164062500001,-0.5412744140625,0.5221142578125
143,-0.6103515625,-0.244140625,0.06103515625,10.3033740234375,-0.5748046875,0.5221142578125
144,-0.6103515625,-0.3662109375,0.0,10.3225341796875,-0.5460644531250001,0.5125341796875
145,-0.67138671875,-0.3662109375,0.06103515625,10.3225341796875,-0.5460644531250001,0.5125341796875
146,-0.6103515625,-0.3662109375,0.1220703125,10.293793945312501,-0.6035449218750001,0.55564453125
147,-0.67138671875,-0.42724609375,-0.06103515625,10.260263671875,-0.5604345703125,0.5316943359375
148,-0.732421875,-0.42724609375,0.06103515625,10.336904296875,-0.55564453125,0.5077441406250001
149,-0.67138671875,-0.3662109375,0.06103515625,10.399174804687501,-0.5652246093750001,0.5077441406250001
150,-0.6103515625,-0.3662109375,0.0,10.360854492187501,-0.5460644531250001,0.48379394531250003
151,-0.6103515625,-0.30517578125,0.0,10.2842138671875,-0.5460644531250001,0.4742138671875
152,-0.6103515625,-0.30517578125,0.06103515625,10.241103515625001,-0.536484375,0.488583984375
153,-0.6103515625,-0.3662109375,0.1220703125,10.3225341796875,-0.5412744140625,0.4646337890625
154,-0.54931640625,-0.3662109375,0.06103515625,10.360854492187501,-0.5508544921875,0.5125341796875
155,-0.6103515625,-0.30517578125,0.06103515625,10.3416943359375,-0.5652246093750001,0.5221142578125
156,-0.6103515625,-0.3662109375,0.06103515625,10.308164062500001,-0.5316943359375,0.5077441406250001
157,-0.6103515625,-0.3662109375,0.0,10.3033740234375,-0.5412744140625,0.488583984375
158,-0.54931640625,-0.3662109375,0.0,10.3225341796875,-0.5652246093750001,0.5125341796875
159,-0.6103515625,-0.30517578125,0.06103515625,10.3225341796875,-0.5604345703125,0.5269042968750001
160,-0.48828125,-0.3662109375,0.1220703125,10.336904296875,-0.5508544921875,0.5221142578125
161,-0.54931640625,-0.3662109375,0.18310546875,10.32732421875,-0.5508544921875,0.51732421875
162,-0.67138671875,-0.30517578125,0.06103515625,10.3033740234375,-0.5700146484375,0.4981640625
163,-0.6103515625,-0.30517578125,0.0,10.3033740234375,-0.5748046875,0.5077441406250001
164,-0.54931640625,-0.3662109375,0.0,10.308164062500001,-0.55564453125,0.51732421875
165,-0.54931640625,-0.42724609375,0.1220703125,10.32732421875,-0.5748046875,0.536484375
166,-0.54931640625,-0.3662109375,0.06103515625,10.346484375000001,-0.5604345703125,0.4981640625
167,-0.67138671875,-0.3662109375,0.06103515625,10.3129541015625,-0.5508544921875,0.5221142578125
168,-0.6103515625,-0.42724609375,0.1220703125,10.2842138671875,-0.536484375,0.5125341796875
169,-0.54931640625,-0.30517578125,0.0,10.3225341796875,-0.5412744140625,0.47900390625
170,-0.54931640625,-0.3662109375,0.06103515625,10.346484375000001,-0.5604345703125,0.469423828125
171,-0.54931640625,-0.244140625,0.06103515625,10.317744140625,-0.5412744140625,0.5029541015625
172,-0.54931640625,-0.244140625,0.06103515625,10.293793945312501,-0.51732421875,0.5125341796875
173,-0.54931640625,-0.42724609375,-0.06103515625,10.2842138671875,-0.55564453125,0.48379394531250003
174,-0.48828125,-0.3662109375,0.06103515625,10.3129541015625,-0.5508544921875,0.47900390625
175,-0.54931640625,-0.42724609375,0.1220703125,10.3512744140625,-0.5316943359375,0.5125341796875
176,-0.6103515625,-0.3662109375,0.06103515625,10.3512744140625,-0.5508544921875,0.5029541015625
177,-0.6103515625,-0.30517578125,0.06103515625,10.3225341796875,-0.5460644531250001,0.4742138671875
178,-0.6103515625,-0.3662109375,0.06103515625,10.298583984375,-0.5652246093750001,0.5029541015625
179,-0.6103515625,-0.42724609375,0.18310546875,10.308164062500001,-0.55564453125,0.536484375
180,-0.6103515625,-0.3662109375,0.1220703125,10.356064453125,-0.5460644531250001,0.5508544921875
181,-0.6103515625,-0.3662109375,0.06103515625,10.332114257812501,-0.5604345703125,0.5125341796875
182,-0.48828125,-0.42724609375,0.0,10.3129541015625,-0.5652246093750001,0.5269042968750001
183,-0.67138671875,-0.3662109375,0.0,10.3225341796875,-0.5700146484375,0.5221142578125
184,-0.48828125,-0.30517578125,0.1220703125,10.3033740234375,-0.5460644531250001,0.5316943359375
185,-0.54931640625,-0.3662109375,0.06103515625,10.32732421875,-0.5508544921875,0.5221142578125
186,-0.6103515625,-0.42724609375,-0.06103515625,10.332114257812501,-0.5508544921875,0.5029541015625
187,-0.6103515625,-0.42724609375,0.0,10.2842138671875,-0.55564453125,0.47900390625
188,-0.6103515625,-0.244140625,0.06103515625,10.3033740234375,-0.5604345703125,0.488583984375
189,-0.48828125,-0.3662109375,0.06103515625,10.308164062500001,-0.5269042968750001,0.5316943359375
190,-0.6103515625,-0.3662109375,0.06103515625,10.293793945312501,-0.5412744140625,0.4981640625
191,-0.67138671875,-0.3662109375,0.0,10.298583984375,-0.55564453125,0.5077441406250001
192,-0.6103515625,-0.3662109375,0.06103515625,10.3033740234375,-0.5508544921875,0.5029541015625
193,-0.6103515625,-0.3662109375,0.06103515625,10.293793945312501,-0.5460644531250001,0.5269042968750001
194,-0.54931640625,-0.3662109375,0.06103515625,10.3033740234375,-0.5508544921875,0.47900390625
195,-0.6103515625,-0.3662109375,0.06103515625,10.3225341796875,-0.5652246093750001,0.5077441406250001
196,-0.6103515625,-0.3662109375,0.1220703125,10.3416943359375,-0.5652246093750001,0.5316943359375
197,-0.6103515625,-0.42724609375,0.06103515625,10.260263671875,-0.5652246093750001,0.5221142578125
198,-0.54931640625,-0.48828125,0.06103515625,10.28900390625,-0.5412744140625,0.488583984375
199,-0.6103515625,-0.3662109375,0.1220703125,10.394384765625,-0.5748046875,0.5077441406250001
200,-0.6103515625,-0.30517578125,0.0,10.4087548828125,-0.55564453125,0.48379394531250003
201,-0.54931640625,-0.18310546875,0.0,10.336904296875,-0.5652246093750001,0.49337402343750003
202,-0.42724609375,-0.244140625,0.06103515625,10.2171533203125,-0.5795947265625,0.488583984375
203,-0.48828125,-0.30517578125,0.06103515625,10.2746337890625,-0.55564453125,0.536484375
204,-0.6103515625,-0.244140625,0.0,10.32732421875,-0.55564453125,0.5316943359375
205,-0.54931640625,-0.30517578125,0.0,10.317744140625,-0.5460644531250001,0.5221142578125
206,-0.48828125,-0.42724609375,0.1220703125,10.3225341796875,-0.5508544921875,0.51732421875
207,-0.6103515625,-0.42724609375,0.0,10.3129541015625,-0.5316943359375,0.5269042968750001
208,-0.6103515625,-0.3662109375,-0.06103515625,10.308164062500001,-0.536484375,0.5125341796875
209,-0.54931640625,-0.3662109375,0.0,10.298583984375,-0.5412744140625,0.51732421875
210,-0.6103515625,-0.3662109375,0.06103515625,10.298583984375,-0.5316943359375,0.51732421875
211,-0.67138671875,-0.42724609375,0.06103515625,10.346484375000001,-0.5460644531250001,0.48379394531250003
212,-0.6103515625,-0.30517578125,-0.06103515625,10.317744140625,-0.5460644531250001,0.488583984375
213,-0.42724609375,-0.3662109375,0.0,10.317744140625,-0.536484375,0.51732421875
214,-0.42724609375,-0.42724609375,0.06103515625,10.298583984375,-0.5508544921875,0.55564453125
215,-0.6103515625,-0.244140625,0.0,10.3225341796875,-0.5604345703125,0.5269042968750001
216,-0.6103515625,-0.3662109375,0.0,10.360854492187501,-0.5795947265625,0.536484375
217,-0.54931640625,-0.3662109375,0.0,10.336904296875,-0.5891748046875,0.536484375
218,-0.54931640625,-0.3662109375,0.0,10.28900390625,-0.5843847656250001,0.536484375
219,-0.6103515625,-0.48828125,0.06103515625,10.2842138671875,-0.5843847656250001,0.5604345703125
220,-0.6103515625,-0.3662109375,0.0,10.332114257812501,-0.5795947265625,0.5316943359375
221,-0.6103515625,-0.30517578125,-0.06103515625,10.3512744140625,-0.5652246093750001,0.5221142578125
222,-0.54931640625,-0.244140625,0.0,10.317744140625,-0.5508544921875,0.51732421875
223,-0.54931640625,-0.30517578125,-0.06103515625,10.26984375,-0.55564453125,0.5029541015625
224,-0.48828125,-0.30517578125,0.0,10.3129541015625,-0.5652246093750001,0.5316943359375
225,-0.54931640625,-0.30517578125,0.06103515625,10.332114257812501,-0.536484375,0.49337402343750003
226,-0.6103515625,-0.30517578125,0.0,10.336904296875,-0.5316943359375,0.5125341796875
227,-0.67138671875,-0.3662109375,0.0,10.298583984375,-0.5316943359375,0.488583984375
228,-0.6103515625,-0.244140625,0.06103515625,10.3129541015625,-0.5221142578125,0.47900390625
229,-0.6103515625,-0.30517578125,0.0,10.3129541015625,-0.5316943359375,0.488583984375
230,-0.67138671875,-0.30517578125,0.06103515625,10.3225341796875,-0.5508544921875,0.5125341796875
231,-0.6103515625,-0.30517578125,0.0,10.3225341796875,-0.5508544921875,0.5077441406250001
232,-0.67138671875,-0.30517578125,0.06103515625,10.28900390625,-0.5412744140625,0.51732421875
233,-0.79345703125,-0.30517578125,0.1220703125,10.279423828125001,-0.5269042968750001,0.488583984375
234,-0.67138671875,-0.3662109375,0.18310546875,10.3033740234375,-0.5700146484375,0.5269042968750001
235,-0.54931640625,-0.3662109375,0.06103515625,10.32732421875,-0.5700146484375,0.5508544921875
236,-0.6103515625,-0.30517578125,0.06103515625,10.32732421875,-0.5652246093750001,0.55564453125
237,-0.54931640625,-0.3662109375,0.06103515625,10.279423828125001,-0.5748046875,0.55564453125
238,-0.54931640625,-0.42724609375,0.0,10.3129541015625,-0.5748046875,0.5316943359375
239,-0.54931640625,-0.3662109375,0.1220703125,10.336904296875,-0.5700146484375,0.5412744140625
240,-0.6103515625,-0.3662109375,0.06103515625,10.332114257812501,-0.5604345703125,0.5412744140625
241,-0.54931640625,-0.42724609375,0.06103515625,10.3033740234375,-0.5843847656250001,0.5125341796875
242,-0.54931640625,-0.42724609375,0.06103515625,10.32732421875,-0.5652246093750001,0.5221142578125
243,-0.6103515625,-0.30517578125,0.06103515625,10.3225341796875,-0.5508544921875,0.5269042968750001
244,-0.67138671875,-0.3662109375,0.0,10.308164062500001,-0.5508544921875,0.469423828125
245,-0.6103515625,-0.3662109375,0.06103515625,10.298583984375,-0.536484375,0.488583984375
246,-0.54931640625,-0.42724609375,0.06103515625,10.332114257812501,-0.5221142578125,0.49337402343750003
247,-0.67138671875,-0.42724609375,-0.06103515625,10.3225341796875,-0.5029541015625,0.47900390625
248,-0.6103515625,-0.42724609375,0.0,10.298583984375,-0.5077441406250001,0.4550537109375
249,-0.6103515625,-0.30517578125,0.06103515625,10.317744140625,-0.5077441406250001,0.488583984375
250,-0.6103515625,-0.30517578125,0.0,10.336904296875,-0.5412744140625,0.4981640625
251,-0.54931640625,-0.3662109375,0.06103515625,10.336904296875,-0.5508544921875,0.51732421875
252,-0.732421875,-0.42724609375,0.06103515625,10.28900390625,-0.5652246093750001,0.5221142578125
253,-0.67138671875,-0.3662109375,0.0,10.298583984375,-0.5748046875,0.536484375
254,-0.6103515625,-0.30517578125,0.0,10.3033740234375,-0.5795947265625,0.5508544921875
255,-0.54931640625,-0.30517578125,-0.06103515625,10.3033740234375,-0.5795947265625,0.5316943359375
256,-0.54931640625,-0.30517578125,0.06103515625,10.3512744140625,-0.5843847656250001,0.5604345703125
257,-0.6103515625,-0.3662109375,0.0,10.3129541015625,-0.5748046875,0.5029541015625
258,-0.6103515625,-0.30517578125,-0.06103515625,10.293793945312501,-0.5700146484375,0.5221142578125
259,-0.48828125,-0.30517578125,0.0,10.3225341796875,-0.5652246093750001,0.5316943359375
260,-0.48828125,-0.3662109375,0.0,10.336904296875,-0.55564453125,0.5269042968750001
261,-0.6103515625,-0.30517578125,0.06103515625,10.356064453125,-0.55564453125,0.47900390625
262,-0.6103515625,-0.3662109375,0.06103515625,10.346484375000001,-0.5460644531250001,0.4742138671875
263,-0.42724609375,-0.42724609375,0.06103515625,10.293793945312501,-0.5316943359375,0.469423828125
264,-0.48828125,-0.42724609375,0.1220703125,10.2842138671875,-0.5460644531250001,0.488583984375
265,-0.6103515625,-0.42724609375,0.0,10.3129541015625,-0.51732421875,0.5125341796875
266,-0.48828125,-0.3662109375,0.06103515625,10.332114257812501,-0.5221142578125,0.48379394531250003
267,-0.42724609375,-0.30517578125,0.06103515625,10.3225341796875,-0.5460644531250001,0.4742138671875
268,-0.48828125,-0.42724609375,0.1220703125,10.308164062500001,-0.5412744140625,0.5125341796875
269,-0.48828125,-0.3662109375,0.0,10.3225341796875,-0.55564453125,0.49337402343750003
270,-0.6103515625,-0.3662109375,0.06103515625,10.308164062500001,-0.55564453125,0.4981640625
271,-0.6103515625,-0.3662109375,0.06103515625,10.317744140625,-0.5604345703125,0.51732421875
272,-0.54931640625,-0.3662109375,0.06103515625,10.3512744140625,-0.5795947265625,0.536484375
273,-0.48828125,-0.42724609375,0.1220703125,10.332114257812501,-0.5700146484375,0.5508544921875
274,-0.54931640625,-0.42724609375,0.06103515625,10.317744140625,-0.5795947265625,0.5221142578125
275,-0.54931640625,-0.3662109375,0.06103515625,10.32732421875,-0.5843847656250001,0.5460644531250001
276,-0.6103515625,-0.42724609375,0.1220703125,10.336904296875,-0.5748046875,0.536484375
277,-0.54931640625,-0.42724609375,0.06103515625,10.3512744140625,-0.5748046875,0.5316943359375
278,-0.6103515625,-0.42724609375,0.06103515625,10.3225341796875,-0.5604345703125,0.5077441406250001
279,-0.6103515625,-0.48828125,0.06103515625,10.298583984375,-0.5460644531250001,0.5125341796875
280,-0.54931640625,-0.30517578125,0.1220703125,10.3129541015625,-0.5412744140625,0.5269042968750001
281,-0.6103515625,-0.30517578125,0.06103515625,10.308164062500001,-0.5316943359375,0.4742138671875
282,-0.6103515625,-0.3662109375,0.06103515625,10.332114257812501,-0.5316943359375,0.4742138671875
283,-0.6103515625,-0.30517578125,0.0,10.332114257812501,-0.5316943359375,0.4981640625
284,-0.54931640625,-0.3662109375,0.1220703125,10.308164062500001,-0.536484375,0.4981640625
285,-0.54931640625,-0.3662109375,0.06103515625,10.3416943359375,-0.55564453125,0.4646337890625
