part,samples,accX,accY,accZ,gyroX,gyroY,gyroZ
x_rot,5973,1994.0,-539.0,-23.0,1465.0,78.0,56.0
x_rot,5974,2019.0,-300.0,-220.0,1194.0,3.0,14.0
x_rot,5975,2125.0,260.0,-188.0,1179.0,-191.0,-35.0
x_rot,5976,2062.0,-55.0,76.0,1278.0,-115.0,-37.0
x_rot,5977,2137.0,138.0,-27.0,1638.0,-51.0,11.0
x_rot,5978,2133.0,282.0,-412.0,1584.0,-48.0,-8.0
x_rot,5979,1952.0,-3.0,-40.0,1667.0,102.0,45.0
x_rot,5980,2005.0,-116.0,158.0,1622.0,4.0,27.0
x_rot,5981,2016.0,111.0,-368.0,1589.0,-111.0,-19.0
x_rot,5982,1980.0,316.0,-365.0,1814.0,-188.0,-60.0
x_rot,5983,1956.0,115.0,-124.0,1968.0,-148.0,-9.0
x_rot,5984,2084.0,-17.0,-4.0,1961.0,159.0,66.0
x_rot,5985,2029.0,-382.0,367.0,1785.0,-6.0,38.0
x_rot,5986,2010.0,239.0,-172.0,2183.0,-62.0,-9.0
x_rot,5987,2118.0,-98.0,38.0,2435.0,-117.0,-11.0
x_rot,5988,2061.0,259.0,-15.0,2486.0,32.0,62.0
x_rot,5989,1924.0,-161.0,190.0,2872.0,6.0,88.0
x_rot,5990,1938.0,-12.0,230.0,2734.0,54.0,68.0
x_rot,5991,2213.0,-502.0,403.0,3214.0,118.0,131.0
x_rot,5992,1993.0,-366.0,294.0,2795.0,-108.0,-20.0
x_rot,5993,2100.0,64.0,227.0,2772.0,6.0,51.0
x_rot,5994,2002.0,-730.0,688.0,2411.0,46.0,53.0
x_rot,5995,2040.0,-277.0,158.0,2123.0,-95.0,-25.0
x_rot,5996,2159.0,-177.0,355.0,2169.0,43.0,18.0
x_rot,5997,2059.0,-40.0,12.0,2063.0,-6.0,40.0
x_rot,5998,2240.0,397.0,-556.0,2110.0,-126.0,-43.0
x_rot,5999,1971.0,123.0,33.0,2195.0,107.0,74.0
x_rot,6000,1874.0,-36.0,-2.0,2037.0,-58.0,28.0
x_rot,6001,1967.0,167.0,-431.0,2204.0,11.0,48.0
x_rot,6002,2075.0,276.0,-176.0,2546.0,13.0,34.0
x_rot,6003,1859.0,-81.0,488.0,2376.0,82.0,57.0
x_rot,6004,2274.0,244.0,25.0,2606.0,1.0,38.0
x_rot,6005,1986.0,374.0,-419.0,3068.0,-31.0,10.0
x_rot,6006,2029.0,-115.0,-121.0,3121.0,-52.0,24.0
x_rot,6007,2254.0,-98.0,402.0,3212.0,134.0,148.0
x_rot,6008,2045.0,275.0,-294.0,3429.0,-46.0,-1.0
x_rot,6009,1915.0,16.0,-98.0,3395.0,-61.0,71.0
x_rot,6010,2236.0,-191.0,475.0,3392.0,90.0,85.0
x_rot,6011,2157.0,-5.0,-342.0,3072.0,-184.0,-47.0
x_rot,6012,1877.0,78.0,-175.0,3362.0,-51.0,21.0
x_rot,6013,1814.0,-365.0,428.0,3423.0,117.0,135.0
x_rot,6014,2217.0,-145.0,306.0,3216.0,-65.0,32.0
x_rot,6015,2215.0,-172.0,-399.0,3240.0,-259.0,-72.0
x_rot,6016,2093.0,-178.0,261.0,3365.0,54.0,74.0
x_rot,6017,1772.0,-190.0,36.0,3108.0,18.0,12.0
x_rot,6018,2109.0,-258.0,-161.0,2898.0,-13.0,29.0
x_rot,6019,1779.0,-189.0,536.0,2721.0,135.0,61.0
x_rot,6020,1994.0,-318.0,267.0,2453.0,-20.0,45.0
x_rot,6021,2165.0,-60.0,339.0,1847.0,-54.0,9.0
x_rot,6022,2009.0,36.0,-31.0,2016.0,50.0,33.0
x_rot,6023,2097.0,-291.0,-159.0,2210.0,18.0,41.0
x_rot,6024,2284.0,-41.0,-437.0,2271.0,-111.0,-16.0
x_rot,6025,2056.0,-32.0,216.0,2118.0,-44.0,29.0
x_rot,6026,1972.0,160.0,28.0,2638.0,12.0,37.0
x_rot,6027,2076.0,116.0,215.0,2455.0,46.0,53.0
x_rot,6028,1891.0,-181.0,-220.0,2380.0,-52.0,5.0
x_rot,6029,2031.0,160.0,53.0,2535.0,20.0,67.0
x_rot,6030,2173.0,25.0,20.0,2282.0,-96.0,15.0
x_rot,6031,2415.0,-71.0,81.0,2414.0,-72.0,16.0
x_rot,6032,1838.0,56.0,-272.0,2657.0,-27.0,9.0
x_rot,6033,1887.0,-348.0,295.0,2497.0,92.0,59.0
x_rot,6034,2267.0,-222.0,-252.0,2109.0,-64.0,-11.0
x_rot,6035,2071.0,-356.0,-15.0,1552.0,-39.0,11.0
x_rot,6036,2004.0,-323.0,211.0,1252.0,-94.0,-20.0
x_rot,6037,1999.0,-80.0,-133.0,1234.0,9.0,7.0
x_rot,6038,1979.0,-112.0,76.0,1189.0,34.0,21.0
x_rot,6039,1977.0,-121.0,116.0,1109.0,-30.0,21.0
x_rot,6040,2012.0,-3.0,-120.0,1258.0,38.0,24.0
x_rot,6041,1849.0,-134.0,339.0,1180.0,32.0,14.0
x_rot,6042,2056.0,151.0,-16.0,1492.0,-33.0,14.0
x_rot,6043,2145.0,114.0,225.0,2108.0,-112.0,-11.0
x_rot,6044,2199.0,-21.0,11.0,2328.0,-102.0,-20.0
x_rot,6045,2024.0,-307.0,-27.0,2332.0,-83.0,14.0
x_rot,6046,1977.0,14.0,189.0,2328.0,-30.0,18.0
x_rot,6047,2320.0,106.0,-202.0,1972.0,-139.0,-30.0
x_rot,6048,2299.0,-244.0,196.0,1993.0,79.0,75.0
x_rot,6049,1990.0,-71.0,135.0,1808.0,-19.0,40.0
x_rot,6050,1906.0,173.0,297.0,1862.0,16.0,22.0
x_rot,6051,2118.0,-125.0,-43.0,1903.0,-90.0,-9.0
x_rot,6052,2106.0,-68.0,-276.0,1753.0,-27.0,9.0
x_rot,6053,2184.0,169.0,-382.0,1885.0,-102.0,8.0
x_rot,6054,1865.0,-39.0,320.0,1675.0,13.0,19.0
x_rot,6055,2077.0,352.0,-316.0,1670.0,9.0,25.0
x_rot,6056,2000.0,-225.0,201.0,1521.0,8.0,37.0
x_rot,6057,2151.0,144.0,-685.0,1555.0,-124.0,-44.0
x_rot,6058,2160.0,-343.0,328.0,1549.0,7.0,42.0
x_rot,6059,2230.0,-19.0,-212.0,1601.0,-17.0,8.0
x_rot,6060,1966.0,-42.0,-100.0,1449.0,-52.0,0.0
x_rot,6061,2089.0,168.0,108.0,2024.0,-84.0,7.0
x_rot,6062,1864.0,-247.0,252.0,1369.0,56.0,25.0
x_rot,6063,1999.0,-86.0,95.0,1171.0,40.0,31.0
x_rot,6064,2103.0,-272.0,299.0,1482.0,35.0,43.0
x_rot,6065,2120.0,-112.0,339.0,1270.0,-70.0,-10.0
x_rot,6066,2062.0,-29.0,81.0,719.0,-68.0,-24.0
x_rot,6067,2091.0,-38.0,-60.0,1088.0,-58.0,-18.0
x_rot,6068,1959.0,-618.0,657.0,1104.0,113.0,53.0
x_rot,6069,2015.0,-29.0,-311.0,1636.0,82.0,33.0
x_rot,6070,2027.0,-122.0,308.0,1686.0,-17.0,32.0
x_rot,6071,2044.0,261.0,270.0,1125.0,9.0,38.0
x_rot,6072,2036.0,-36.0,-10.0,408.0,12.0,12.0
x_rot,6073,2043.0,1.0,74.0,409.0,7.0,2.0
x_rot,6074,2061.0,-2.0,-556.0,189.0,77.0,31.0
x_rot,6075,1992.0,-57.0,-230.0,378.0,-54.0,-12.0
x_rot,6076,2015.0,187.0,-247.0,1075.0,18.0,9.0
x_rot,6077,2089.0,3.0,214.0,996.0,53.0,31.0
x_rot,6078,2005.0,-227.0,414.0,559.0,30.0,26.0
x_rot,6079,2014.0,-103.0,280.0,277.0,-15.0,2.0
x_rot,6080,2063.0,-59.0,264.0,699.0,-39.0,2.0
x_rot,6081,2025.0,-84.0,53.0,941.0,-4.0,8.0
x_rot,6082,2011.0,-216.0,301.0,806.0,53.0,36.0
x_rot,6083,2053.0,-124.0,66.0,669.0,-116.0,-27.0
x_rot,6084,1950.0,-47.0,176.0,812.0,103.0,37.0
x_rot,6085,2090.0,-161.0,66.0,996.0,44.0,30.0
x_rot,6086,2060.0,49.0,-71.0,709.0,-88.0,-24.0
x_rot,6087,2043.0,-99.0,79.0,824.0,72.0,36.0
x_rot,6088,2031.0,-55.0,-35.0,755.0,-87.0,-22.0
x_rot,6089,2008.0,54.0,-202.0,680.0,-14.0,9.0
x_rot,6090,2096.0,-81.0,80.0,732.0,95.0,43.0
x_rot,6091,2054.0,8.0,-82.0,577.0,-9.0,1.0
x_rot,6092,2029.0,-30.0,-54.0,457.0,-68.0,-19.0
x_rot,6093,1929.0,-123.0,307.0,581.0,-113.0,-22.0
x_rot,6094,2100.0,-51.0,-258.0,617.0,-28.0,3.0
x_rot,6095,2071.0,-57.0,-102.0,756.0,80.0,28.0
x_rot,6096,2049.0,4.0,-89.0,602.0,-40.0,-9.0
x_rot,6097,2034.0,125.0,-270.0,494.0,-53.0,-8.0
x_rot,6098,2027.0,155.0,-54.0,527.0,4.0,8.0
x_rot,6099,1977.0,11.0,-19.0,981.0,-11.0,11.0
x_rot,6100,2019.0,-224.0,-185.0,1067.0,-43.0,3.0
x_rot,6101,2057.0,-77.0,237.0,840.0,5.0,19.0
x_rot,6102,2015.0,-274.0,431.0,524.0,-39.0,4.0
x_rot,6103,2045.0,-123.0,261.0,620.0,-39.0,-2.0
x_rot,6104,2021.0,-123.0,276.0,757.0,1.0,9.0
x_rot,6105,2054.0,-186.0,193.0,983.0,29.0,24.0
x_rot,6106,2015.0,7.0,38.0,956.0,-10.0,-1.0
x_rot,6107,2115.0,-44.0,99.0,977.0,-9.0,6.0
x_rot,6108,2180.0,-142.0,-38.0,1055.0,-63.0,-6.0
x_rot,6109,2021.0,-143.0,292.0,1251.0,30.0,37.0
x_rot,6110,1967.0,-81.0,-9.0,1093.0,-90.0,-20.0
x_rot,6111,2064.0,7.0,4.0,1058.0,18.0,17.0
x_rot,6112,2060.0,-6.0,-199.0,936.0,-9.0,3.0
x_rot,6113,2135.0,7.0,54.0,1064.0,60.0,27.0
x_rot,6114,1938.0,-34.0,171.0,921.0,-111.0,-4.0
x_rot,6115,2050.0,-134.0,151.0,982.0,-27.0,9.0
x_rot,6116,1938.0,10.0,192.0,725.0,-35.0,-5.0
x_rot,6117,2063.0,-72.0,50.0,778.0,-24.0,1.0
x_rot,6118,2053.0,-50.0,103.0,803.0,-59.0,-11.0
x_rot,6119,2013.0,-22.0,51.0,823.0,-39.0,-3.0
x_rot,6120,2092.0,-42.0,-263.0,938.0,61.0,20.0
x_rot,6121,1970.0,-409.0,-281.0,1022.0,-100.0,0.0
x_rot,6122,2012.0,-102.0,67.0,1224.0,83.0,32.0
x_rot,6123,1954.0,-393.0,-141.0,1335.0,-71.0,16.0
x_rot,6124,2036.0,-78.0,-136.0,1724.0,-49.0,2.0
x_rot,6125,1973.0,215.0,-602.0,1854.0,-72.0,-2.0
x_rot,6126,2058.0,35.0,-259.0,2077.0,33.0,29.0
x_rot,6127,2045.0,284.0,412.0,2115.0,79.0,67.0
x_rot,6128,2033.0,171.0,140.0,2079.0,25.0,13.0
x_rot,6129,1910.0,-14.0,-198.0,1656.0,-59.0,-9.0
x_rot,6130,2071.0,-44.0,226.0,1620.0,112.0,36.0
x_rot,6131,2105.0,-171.0,308.0,1088.0,68.0,31.0
x_rot,6132,1963.0,414.0,-250.0,1771.0,-38.0,6.0
x_rot,6133,2081.0,-30.0,218.0,1857.0,28.0,17.0
x_rot,6134,2058.0,-231.0,237.0,1701.0,13.0,19.0
x_rot,6135,2109.0,37.0,6.0,1642.0,-98.0,1.0
x_rot,6136,1979.0,-24.0,81.0,1587.0,-12.0,15.0
x_rot,6137,2067.0,-73.0,273.0,1137.0,32.0,24.0
x_rot,6138,1922.0,-50.0,-233.0,1108.0,2.0,12.0
x_rot,6139,2038.0,-756.0,-323.0,1430.0,-87.0,-6.0
x_rot,6140,1961.0,-265.0,18.0,1491.0,-8.0,22.0
x_rot,6141,2129.0,-56.0,244.0,1899.0,-17.0,29.0
x_rot,6142,2009.0,-455.0,-12.0,1887.0,-45.0,12.0
x_rot,6143,2018.0,-377.0,-120.0,1913.0,-81.0,21.0
x_rot,6144,1925.0,-232.0,18.0,2216.0,3.0,44.0
x_rot,6145,1855.0,-154.0,-142.0,2512.0,-157.0,-13.0
x_rot,6146,2058.0,-92.0,708.0,2394.0,102.0,101.0
x_rot,6147,1976.0,-30.0,130.0,2206.0,38.0,44.0
x_rot,6148,2008.0,112.0,138.0,2264.0,57.0,47.0
x_rot,6149,2078.0,39.0,272.0,1996.0,9.0,24.0
x_rot,6150,1984.0,39.0,-148.0,1935.0,-21.0,41.0
x_rot,6151,1949.0,138.0,-306.0,2165.0,-20.0,12.0
x_rot,6152,2042.0,38.0,-99.0,1924.0,-77.0,5.0
x_rot,6153,1940.0,100.0,153.0,1785.0,90.0,61.0
x_rot,6154,1995.0,11.0,42.0,1889.0,37.0,42.0
x_rot,6155,2006.0,318.0,-293.0,1802.0,-103.0,-36.0
x_rot,6156,2149.0,-55.0,-102.0,1746.0,-117.0,-4.0
x_rot,6157,1953.0,58.0,-130.0,1641.0,60.0,20.0
x_rot,6158,2121.0,166.0,272.0,1807.0,16.0,42.0
x_rot,6159,2286.0,-227.0,144.0,1551.0,-102.0,-15.0
x_rot,6160,2043.0,-12.0,-128.0,1854.0,45.0,37.0
x_rot,6161,2226.0,196.0,113.0,2124.0,89.0,45.0
x_rot,6162,2127.0,-498.0,11.0,2290.0,-53.0,1.0
x_rot,6163,1945.0,-323.0,102.0,2206.0,-6.0,56.0
x_rot,6164,1976.0,-43.0,-149.0,2309.0,-17.0,40.0
x_rot,6165,2286.0,-24.0,-124.0,2711.0,-43.0,28.0
x_rot,6166,2447.0,-398.0,103.0,2729.0,-44.0,58.0
x_rot,6167,2503.0,50.0,-4.0,2836.0,-16.0,38.0
x_rot,6168,1868.0,145.0,-30.0,2743.0,-129.0,-30.0
x_rot,6169,1911.0,-110.0,-130.0,2674.0,-24.0,-15.0
x_rot,6170,1935.0,-38.0,-17.0,2548.0,38.0,29.0
x_rot,6171,2125.0,64.0,-46.0,2275.0,-25.0,38.0
x_rot,6172,1873.0,24.0,-273.0,2265.0,-32.0,-40.0
x_rot,6173,2184.0,-129.0,407.0,2091.0,11.0,75.0
x_rot,6174,2047.0,114.0,160.0,1875.0,73.0,35.0
x_rot,6175,2129.0,157.0,67.0,1781.0,1.0,11.0
x_rot,6176,2022.0,-403.0,-175.0,1681.0,-38.0,-7.0
x_rot,6177,2068.0,-173.0,165.0,1562.0,50.0,33.0
x_rot,6178,1990.0,-35.0,325.0,1384.0,36.0,38.0
x_rot,6179,1944.0,-202.0,-208.0,1443.0,-56.0,-23.0
x_rot,6180,1999.0,-8.0,129.0,1102.0,-11.0,17.0
x_rot,6181,2026.0,-193.0,-119.0,1207.0,-44.0,-6.0
x_rot,6182,2087.0,131.0,197.0,1330.0,37.0,20.0
x_rot,6183,2109.0,-3.0,434.0,1203.0,40.0,35.0
x_rot,6184,1983.0,57.0,23.0,1071.0,-1.0,21.0
x_rot,6185,2050.0,-246.0,-195.0,1296.0,-56.0,-2.0
x_rot,6186,2073.0,247.0,168.0,912.0,-2.0,-3.0
x_rot,6187,1961.0,-453.0,27.0,1155.0,-51.0,17.0
x_rot,6188,1975.0,91.0,191.0,1023.0,-9.0,0.0
x_rot,6189,2018.0,-254.0,-35.0,1218.0,-23.0,25.0
x_rot,6190,1998.0,-29.0,157.0,1202.0,-116.0,0.0
x_rot,6191,1942.0,101.0,242.0,1424.0,96.0,55.0
x_rot,6192,1976.0,-131.0,31.0,1244.0,32.0,17.0
x_rot,6193,1979.0,-78.0,29.0,1341.0,-56.0,14.0
x_rot,6194,2116.0,42.0,25.0,1234.0,-23.0,-4.0
x_rot,6195,2099.0,-20.0,87.0,1215.0,67.0,38.0
x_rot,6196,2023.0,-11.0,-8.0,1109.0,-31.0,4.0
x_rot,6197,2099.0,56.0,-30.0,1137.0,-17.0,-9.0
x_rot,6198,2019.0,48.0,-15.0,1229.0,-86.0,5.0
x_rot,6199,2067.0,172.0,77.0,1259.0,10.0,13.0
x_rot,6200,2025.0,-29.0,38.0,1254.0,-83.0,16.0
x_rot,6201,2109.0,84.0,-86.0,1345.0,-61.0,-8.0
x_rot,6202,2074.0,68.0,-133.0,1436.0,-43.0,4.0
x_rot,6203,2175.0,-112.0,185.0,1236.0,5.0,-1.0
x_rot,6204,2109.0,147.0,-118.0,1375.0,11.0,18.0
x_rot,6205,2133.0,-134.0,-32.0,1223.0,47.0,43.0
x_rot,6206,2040.0,10.0,-1.0,1318.0,-8.0,6.0
x_rot,6207,2094.0,-85.0,-57.0,1270.0,-19.0,3.0
x_rot,6208,2029.0,2.0,123.0,1496.0,-13.0,25.0
x_rot,6209,2090.0,106.0,-98.0,1603.0,25.0,29.0
x_rot,6210,2115.0,-15.0,-64.0,1651.0,-18.0,31.0
x_rot,6211,1991.0,106.0,-354.0,1733.0,-61.0,-13.0
x_rot,6212,1981.0,75.0,203.0,2007.0,51.0,41.0
x_rot,6213,1991.0,5.0,-114.0,1915.0,-47.0,14.0
x_rot,6214,1986.0,195.0,-187.0,1948.0,17.0,17.0
x_rot,6215,2025.0,-77.0,10.0,2001.0,-40.0,22.0
x_rot,6216,2059.0,-53.0,186.0,2141.0,38.0,62.0
x_rot,6217,2067.0,-168.0,-52.0,2259.0,18.0,62.0
x_rot,6218,1938.0,-172.0,-184.0,2305.0,-99.0,3.0
x_rot,6219,2049.0,-167.0,136.0,2425.0,-48.0,41.0
x_rot,6220,1971.0,-57.0,-256.0,2422.0,-55.0,-7.0
x_rot,6221,2066.0,-283.0,241.0,2188.0,46.0,69.0
x_rot,6222,2213.0,-250.0,4.0,2344.0,-66.0,-4.0
x_rot,6223,2068.0,-154.0,61.0,2419.0,-38.0,28.0
x_rot,6224,1992.0,-65.0,226.0,2364.0,-22.0,47.0
x_rot,6225,2149.0,2.0,-13.0,2824.0,23.0,65.0
x_rot,6226,2071.0,-20.0,7.0,2891.0,18.0,28.0
x_rot,6227,1805.0,129.0,56.0,2874.0,52.0,21.0
x_rot,6228,1940.0,27.0,-39.0,2944.0,-37.0,21.0
x_rot,6229,1878.0,-288.0,-35.0,2702.0,-116.0,12.0
x_rot,6230,1985.0,50.0,-192.0,2874.0,-38.0,8.0
x_rot,6231,1926.0,-44.0,-39.0,2613.0,-27.0,16.0
x_rot,6232,2009.0,79.0,-4.0,2687.0,-29.0,41.0
x_rot,6233,2103.0,34.0,-248.0,2857.0,-16.0,34.0
x_rot,6234,1725.0,-53.0,-8.0,2690.0,-36.0,-8.0
x_rot,6235,1716.0,79.0,-178.0,2929.0,-72.0,-43.0
x_rot,6236,1943.0,-59.0,102.0,2856.0,6.0,37.0
x_rot,6237,2263.0,-186.0,11.0,2742.0,5.0,53.0
x_rot,6238,2160.0,-176.0,-119.0,2631.0,-44.0,28.0
x_rot,6239,1839.0,144.0,-200.0,2813.0,-8.0,13.0
x_rot,6240,2266.0,-27.0,167.0,2882.0,22.0,94.0
x_rot,6241,2101.0,-209.0,152.0,2862.0,-42.0,64.0
x_rot,6242,2111.0,-85.0,-116.0,2819.0,-87.0,41.0
x_rot,6243,2006.0,-205.0,-258.0,2787.0,-40.0,25.0
x_rot,6244,2162.0,53.0,-39.0,2871.0,10.0,36.0
x_rot,6245,1989.0,-38.0,80.0,2799.0,43.0,33.0
x_rot,6246,1972.0,25.0,-22.0,3067.0,65.0,54.0
x_rot,6247,1745.0,-10.0,111.0,2880.0,-7.0,68.0
x_rot,6248,1984.0,-33.0,-70.0,3073.0,-27.0,34.0
x_rot,6249,1761.0,-29.0,2.0,3164.0,-71.0,-6.0
x_rot,6250,1613.0,261.0,-67.0,3253.0,1.0,-37.0
x_rot,6251,1659.0,185.0,-7.0,3118.0,87.0,40.0
x_rot,6252,1886.0,-223.0,5.0,2877.0,-26.0,48.0
x_rot,6253,2084.0,144.0,-100.0,3078.0,-92.0,15.0
x_rot,6254,2181.0,112.0,267.0,2784.0,-64.0,45.0
x_rot,6255,2126.0,225.0,-154.0,2936.0,-36.0,-4.0
x_rot,6256,1650.0,93.0,206.0,2879.0,25.0,0.0
x_rot,6257,1888.0,-49.0,-76.0,2935.0,-8.0,-14.0
x_rot,6258,1712.0,-176.0,266.0,3076.0,16.0,66.0
x_rot,6259,2241.0,-37.0,161.0,3117.0,26.0,22.0
x_rot,6260,1998.0,-117.0,463.0,2962.0,-14.0,94.0
x_rot,6261,2084.0,-237.0,19.0,3245.0,21.0,15.0
x_rot,6262,2129.0,-324.0,-116.0,3145.0,50.0,36.0
x_rot,6263,1888.0,-141.0,98.0,3135.0,-99.0,3.0
x_rot,6264,1904.0,-208.0,-12.0,3036.0,-93.0,53.0
x_rot,6265,1764.0,219.0,2.0,3173.0,83.0,34.0
x_rot,6266,2245.0,-127.0,301.0,2896.0,20.0,87.0
x_rot,6267,2027.0,22.0,-143.0,2862.0,-48.0,11.0
x_rot,6268,2049.0,123.0,-26.0,2787.0,15.0,50.0
x_rot,6269,2176.0,211.0,-101.0,2698.0,43.0,75.0
x_rot,6270,1626.0,243.0,-6.0,2623.0,-77.0,35.0
x_rot,6271,2250.0,-73.0,-240.0,2768.0,-106.0,3.0
x_rot,6272,1973.0,105.0,-246.0,2636.0,-103.0,-26.0
x_rot,6273,1781.0,42.0,-54.0,2445.0,-61.0,25.0
x_rot,6274,2011.0,-13.0,-132.0,2474.0,-16.0,4.0
x_rot,6275,2125.0,-11.0,129.0,2387.0,7.0,31.0
x_rot,6276,1997.0,-89.0,-54.0,2207.0,5.0,21.0
x_rot,6277,2345.0,-302.0,177.0,2043.0,-3.0,62.0
x_rot,6278,1732.0,0.0,-395.0,2056.0,-62.0,-66.0
x_rot,6279,1968.0,-25.0,71.0,1799.0,23.0,36.0
x_rot,6280,2071.0,47.0,126.0,1670.0,32.0,70.0
x_rot,6281,2461.0,-164.0,43.0,1696.0,-10.0,57.0
x_rot,6282,2048.0,-33.0,-118.0,1841.0,-18.0,24.0
x_rot,6283,2021.0,-26.0,-198.0,1954.0,-33.0,5.0
x_rot,6284,2212.0,144.0,-40.0,2058.0,-7.0,46.0
x_rot,6285,2203.0,165.0,176.0,1946.0,-26.0,31.0
x_rot,6286,2021.0,-180.0,50.0,2254.0,-44.0,29.0
x_rot,6287,2090.0,-18.0,-53.0,2242.0,1.0,22.0
x_rot,6288,1919.0,243.0,-194.0,2294.0,-11.0,-1.0
x_rot,6289,2060.0,366.0,-239.0,2260.0,-14.0,11.0
x_rot,6290,2014.0,163.0,254.0,2216.0,-10.0,65.0
x_rot,6291,2019.0,44.0,530.0,2359.0,17.0,111.0
x_rot,6292,2162.0,-129.0,-197.0,2676.0,-117.0,4.0
x_rot,6293,2216.0,-142.0,94.0,2638.0,27.0,104.0
x_rot,6294,1972.0,-130.0,-213.0,2695.0,-118.0,-2.0
x_rot,6295,2409.0,-21.0,155.0,2750.0,-133.0,48.0
x_rot,6296,2227.0,-127.0,144.0,2764.0,21.0,96.0
x_rot,6297,2020.0,118.0,-156.0,2825.0,-76.0,11.0
x_rot,6298,2056.0,27.0,90.0,2688.0,-20.0,20.0
x_rot,6299,2137.0,112.0,225.0,2750.0,-50.0,24.0
x_rot,6300,1989.0,112.0,86.0,2803.0,21.0,42.0
x_rot,6301,2190.0,-3.0,41.0,2770.0,-2.0,48.0
x_rot,6302,2228.0,-149.0,204.0,3047.0,-58.0,65.0
x_rot,6303,2080.0,-131.0,244.0,3119.0,102.0,132.0
x_rot,6304,2151.0,-80.0,121.0,3433.0,-88.0,36.0
x_rot,6305,2139.0,120.0,-547.0,3361.0,-201.0,-29.0
x_rot,6306,1831.0,200.0,89.0,3721.0,-73.0,-11.0
x_rot,6307,2041.0,-43.0,-75.0,3753.0,-53.0,62.0
x_rot,6308,2565.0,-156.0,-51.0,4000.0,-127.0,62.0
x_rot,6309,1532.0,14.0,-248.0,3959.0,-49.0,-27.0
x_rot,6310,2690.0,-168.0,305.0,4228.0,157.0,171.0
x_rot,6311,2344.0,203.0,297.0,4500.0,45.0,72.0
x_rot,6312,1153.0,232.0,26.0,4386.0,28.0,13.0
x_rot,6313,2078.0,39.0,71.0,4623.0,129.0,82.0
x_rot,6314,2204.0,-56.0,-27.0,4576.0,-121.0,74.0
x_rot,6315,2120.0,-231.0,678.0,4307.0,129.0,152.0
x_rot,6316,2323.0,-178.0,156.0,4344.0,-67.0,51.0
x_rot,6317,1474.0,13.0,568.0,4356.0,6.0,-7.0
x_rot,6318,2125.0,-236.0,501.0,4138.0,33.0,113.0
x_rot,6319,2072.0,-163.0,-3.0,4141.0,26.0,60.0
x_rot,6320,2690.0,-278.0,240.0,3777.0,-24.0,97.0
x_rot,6321,1900.0,-233.0,214.0,3684.0,3.0,-4.0
x_rot,6322,2146.0,-118.0,155.0,3410.0,-53.0,-26.0
x_rot,6323,1698.0,115.0,0.0,2985.0,11.0,32.0
x_rot,6324,2186.0,-174.0,59.0,2742.0,-74.0,48.0
x_rot,6325,2052.0,19.0,-510.0,2817.0,-157.0,-16.0
x_rot,6326,1901.0,-72.0,-455.0,2896.0,-66.0,-22.0
x_rot,6327,1840.0,-115.0,542.0,2704.0,156.0,126.0
x_rot,6328,1927.0,96.0,-348.0,2991.0,-160.0,-38.0
x_rot,6329,2209.0,-71.0,-458.0,2847.0,-77.0,14.0
x_rot,6330,1956.0,44.0,-200.0,2853.0,-47.0,-35.0
x_rot,6331,1895.0,48.0,-512.0,2841.0,-288.0,-107.0
x_rot,6332,1948.0,-172.0,-162.0,2777.0,-99.0,2.0
x_rot,6333,1918.0,59.0,489.0,2564.0,180.0,92.0
x_rot,6334,1925.0,62.0,-354.0,2499.0,-51.0,14.0
x_rot,6335,2076.0,19.0,-71.0,2333.0,29.0,36.0
x_rot,6336,1918.0,104.0,-261.0,2445.0,-101.0,-46.0
x_rot,6337,1978.0,7.0,-178.0,2332.0,-103.0,-36.0
x_rot,6338,2069.0,-74.0,193.0,2192.0,115.0,86.0
x_rot,6339,1978.0,-36.0,-287.0,1954.0,-139.0,-37.0
x_rot,6340,2041.0,-54.0,31.0,1888.0,-12.0,-4.0
x_rot,6341,1984.0,-17.0,80.0,1769.0,-31.0,28.0
x_rot,6342,1981.0,-68.0,-67.0,1628.0,-26.0,11.0
x_rot,6343,1964.0,72.0,133.0,1557.0,16.0,25.0
x_rot,6344,2077.0,-239.0,109.0,1777.0,99.0,55.0
x_rot,6345,2121.0,38.0,63.0,1711.0,-5.0,44.0
x_rot,6346,2244.0,-46.0,256.0,1936.0,3.0,40.0
x_rot,6347,2274.0,-275.0,76.0,2310.0,-128.0,14.0
x_rot,6348,2173.0,-31.0,201.0,2647.0,87.0,75.0
x_rot,6349,2101.0,35.0,154.0,2585.0,-3.0,70.0
x_rot,6350,2137.0,86.0,-208.0,2499.0,94.0,69.0
x_rot,6351,1832.0,74.0,-10.0,2431.0,-3.0,-1.0
x_rot,6352,2013.0,-144.0,464.0,2631.0,-26.0,56.0
x_rot,6353,2295.0,-47.0,-59.0,2781.0,109.0,33.0
x_rot,6354,2185.0,25.0,-182.0,2610.0,-39.0,18.0
x_rot,6355,1899.0,-164.0,102.0,2524.0,-36.0,47.0
x_rot,6356,1849.0,45.0,-156.0,2706.0,-77.0,-2.0
x_rot,6357,2042.0,75.0,130.0,2813.0,-29.0,17.0
x_rot,6358,2089.0,-96.0,1.0,2877.0,-72.0,25.0
x_rot,6359,1925.0,27.0,293.0,2963.0,75.0,63.0
x_rot,6360,2009.0,-33.0,6.0,2907.0,-16.0,30.0
x_rot,6361,1859.0,123.0,-66.0,2814.0,19.0,9.0
x_rot,6362,2066.0,-80.0,-31.0,2610.0,5.0,43.0
