part,samples,accX,accY,accZ,gyroX,gyroY,gyroZ
y_p,2354,-5.0,1990.0,-48.0,-3.0,-3.0,-10.0
y_p,2355,17.0,1995.0,-46.0,4.0,-6.0,-2.0
y_p,2356,21.0,1997.0,-52.0,-4.0,-7.0,0.0
y_p,2357,19.0,1994.0,-54.0,0.0,-2.0,-4.0
y_p,2358,24.0,1980.0,-63.0,14.0,-5.0,-4.0
y_p,2359,9.0,1996.0,-58.0,4.0,-1.0,-3.0
y_p,2360,-1.0,1986.0,-54.0,4.0,-7.0,-2.0
y_p,2361,0.0,1982.0,-50.0,-1.0,-5.0,-4.0
y_p,2362,5.0,1989.0,-61.0,5.0,-6.0,1.0
y_p,2363,10.0,1993.0,-53.0,-1.0,-10.0,-4.0
y_p,2364,16.0,1990.0,-61.0,6.0,-7.0,-3.0
y_p,2365,4.0,2010.0,-45.0,9.0,-8.0,-6.0
y_p,2366,18.0,1995.0,-51.0,3.0,1.0,-7.0
y_p,2367,9.0,1994.0,-49.0,6.0,-6.0,-5.0
y_p,2368,1.0,1988.0,-47.0,-4.0,-10.0,-5.0
y_p,2369,-2.0,1995.0,-59.0,7.0,-1.0,-6.0
y_p,2370,0.0,1993.0,-53.0,1.0,-4.0,0.0
y_p,2371,12.0,1993.0,-54.0,6.0,-7.0,-3.0
y_p,2372,2.0,1989.0,-56.0,4.0,-4.0,-3.0
y_p,2373,14.0,1990.0,-55.0,-2.0,0.0,-4.0
y_p,2374,11.0,1988.0,-61.0,5.0,-8.0,-7.0
y_p,2375,2.0,1996.0,-59.0,1.0,-5.0,-7.0
y_p,2376,11.0,1985.0,-57.0,2.0,-9.0,-10.0
y_p,2377,7.0,1988.0,-46.0,3.0,-2.0,-3.0
y_p,2378,17.0,1989.0,-48.0,2.0,-3.0,-4.0
y_p,2379,8.0,2000.0,-40.0,4.0,-9.0,-7.0
y_p,2380,8.0,1990.0,-60.0,-2.0,-6.0,0.0
y_p,2381,13.0,1991.0,-57.0,5.0,0.0,-4.0
y_p,2382,16.0,1989.0,-43.0,-2.0,0.0,-10.0
y_p,2383,3.0,2000.0,-64.0,0.0,-5.0,-6.0
y_p,2384,12.0,1991.0,-54.0,3.0,-1.0,-4.0
y_p,2385,1.0,1980.0,-43.0,-5.0,-6.0,-4.0
y_p,2386,11.0,1986.0,-55.0,4.0,-3.0,-5.0
y_p,2387,4.0,1988.0,-69.0,0.0,-6.0,-8.0
y_p,2388,14.0,1980.0,-49.0,-2.0,-9.0,-8.0
y_p,2389,17.0,1984.0,-65.0,1.0,-8.0,-8.0
y_p,2390,1.0,1992.0,-53.0,1.0,2.0,-7.0
y_p,2391,-3.0,1989.0,-55.0,-1.0,-2.0,0.0
y_p,2392,4.0,1993.0,-54.0,-2.0,-6.0,3.0
y_p,2393,7.0,1988.0,-65.0,3.0,-5.0,1.0
y_p,2394,4.0,1989.0,-59.0,6.0,1.0,-6.0
y_p,2395,7.0,1993.0,-53.0,2.0,-2.0,-3.0
y_p,2396,8.0,1989.0,-52.0,2.0,-6.0,-4.0
y_p,2397,8.0,1999.0,-63.0,1.0,-2.0,-1.0
y_p,2398,17.0,1992.0,-56.0,-2.0,-6.0,2.0
y_p,2399,3.0,1989.0,-59.0,-2.0,-3.0,-2.0
y_p,2400,25.0,1985.0,-47.0,6.0,-2.0,0.0
y_p,2401,14.0,1989.0,-77.0,6.0,-3.0,-7.0
y_p,2402,14.0,1990.0,-62.0,-2.0,0.0,-6.0
y_p,2403,10.0,2002.0,-48.0,3.0,-4.0,-5.0
y_p,2404,8.0,2000.0,-55.0,5.0,-2.0,-9.0
y_p,2405,14.0,1989.0,-57.0,-7.0,-3.0,-3.0
y_p,2406,6.0,1992.0,-51.0,3.0,-10.0,-3.0
y_p,2407,-4.0,1995.0,-61.0,1.0,-3.0,0.0
y_p,2408,0.0,1983.0,-64.0,2.0,-5.0,-2.0
y_p,2409,12.0,1991.0,-49.0,3.0,-4.0,-5.0
y_p,2410,5.0,1987.0,-60.0,-6.0,-3.0,-6.0
y_p,2411,8.0,1986.0,-69.0,-1.0,-2.0,-2.0
y_p,2412,8.0,1993.0,-59.0,4.0,-8.0,-2.0
y_p,2413,8.0,1994.0,-50.0,1.0,-1.0,-3.0
y_p,2414,12.0,1990.0,-61.0,2.0,-5.0,1.0
y_p,2415,1.0,1991.0,-53.0,1.0,-2.0,0.0
y_p,2416,16.0,1981.0,-47.0,2.0,-7.0,-1.0
y_p,2417,3.0,1992.0,-52.0,3.0,-4.0,-2.0
y_p,2418,18.0,1991.0,-54.0,1.0,-4.0,-4.0
y_p,2419,0.0,1983.0,-64.0,1.0,-7.0,-4.0
y_p,2420,6.0,1988.0,-59.0,10.0,-5.0,-6.0
y_p,2421,15.0,1987.0,-62.0,1.0,-6.0,0.0
y_p,2422,10.0,1984.0,-61.0,1.0,-5.0,-1.0
y_p,2423,-4.0,1991.0,-65.0,3.0,-4.0,1.0
y_p,2424,14.0,1990.0,-64.0,1.0,-4.0,0.0
y_p,2425,9.0,1997.0,-64.0,2.0,-6.0,-4.0
y_p,2426,12.0,2007.0,-47.0,2.0,-4.0,-6.0
y_p,2427,7.0,1992.0,-47.0,7.0,-5.0,-5.0
y_p,2428,24.0,1992.0,-60.0,-2.0,-7.0,-4.0
y_p,2429,6.0,1997.0,-65.0,2.0,-6.0,-6.0
y_p,2430,5.0,1982.0,-67.0,4.0,-6.0,-6.0
y_p,2431,12.0,1989.0,-64.0,1.0,-4.0,-5.0
y_p,2432,3.0,1992.0,-66.0,-1.0,-7.0,-4.0
y_p,2433,12.0,1990.0,-74.0,1.0,-5.0,-4.0
y_p,2434,12.0,1990.0,-53.0,0.0,-5.0,-6.0
y_p,2435,15.0,1986.0,-52.0,0.0,-6.0,-2.0
y_p,2436,11.0,2006.0,-55.0,1.0,-5.0,2.0
y_p,2437,3.0,1995.0,-48.0,6.0,-6.0,-2.0
y_p,2438,6.0,1981.0,-57.0,4.0,-8.0,-2.0
y_p,2439,11.0,1987.0,-58.0,3.0,-7.0,0.0
y_p,2440,-4.0,1987.0,-51.0,1.0,-2.0,-2.0
y_p,2441,19.0,1985.0,-61.0,-6.0,-5.0,-2.0
y_p,2442,6.0,1995.0,-56.0,-1.0,-6.0,-5.0
y_p,2443,14.0,1993.0,-46.0,-1.0,-2.0,-4.0
y_p,2444,-2.0,1993.0,-53.0,6.0,-6.0,2.0
y_p,2445,10.0,1996.0,-58.0,-3.0,-5.0,-6.0
y_p,2446,2.0,1992.0,-47.0,-1.0,-2.0,-6.0
y_p,2447,4.0,1983.0,-50.0,3.0,-2.0,1.0
y_p,2448,-3.0,1983.0,-58.0,-2.0,7.0,-4.0
y_p,2449,7.0,1996.0,-64.0,4.0,-3.0,-2.0
y_p,2450,14.0,1986.0,-60.0,-4.0,-7.0,1.0
y_p,2451,16.0,1987.0,-62.0,-2.0,0.0,-4.0
y_p,2452,8.0,1992.0,-52.0,6.0,-10.0,-5.0
y_p,2453,-3.0,1979.0,-43.0,-1.0,-8.0,2.0
y_p,2454,11.0,1997.0,-52.0,4.0,-7.0,-7.0
y_p,2455,6.0,1988.0,-61.0,-1.0,-5.0,-3.0
y_p,2456,0.0,1988.0,-54.0,5.0,-9.0,-7.0
y_p,2457,15.0,1987.0,-50.0,0.0,-3.0,-6.0
y_p,2458,18.0,1989.0,-57.0,2.0,0.0,-7.0
y_p,2459,4.0,1990.0,-52.0,3.0,-2.0,-6.0
y_p,2460,10.0,1994.0,-58.0,12.0,-14.0,-5.0
y_p,2461,0.0,1979.0,-55.0,3.0,-2.0,0.0
y_p,2462,20.0,1990.0,-56.0,-1.0,-1.0,1.0
y_p,2463,5.0,1988.0,-52.0,5.0,-9.0,-4.0
y_p,2464,10.0,1974.0,-62.0,7.0,-4.0,-3.0
y_p,2465,8.0,1997.0,-63.0,6.0,-2.0,1.0
y_p,2466,15.0,1995.0,-59.0,3.0,1.0,-5.0
y_p,2467,5.0,1987.0,-54.0,5.0,-7.0,-10.0
y_p,2468,3.0,2006.0,-52.0,10.0,-4.0,1.0
y_p,2469,-3.0,1986.0,-46.0,5.0,-6.0,-1.0
y_p,2470,4.0,1987.0,-65.0,1.0,-7.0,-1.0
y_p,2471,20.0,1996.0,-61.0,-1.0,-10.0,-2.0
y_p,2472,12.0,1983.0,-55.0,3.0,-4.0,-8.0
y_p,2473,7.0,1986.0,-50.0,5.0,-9.0,-6.0
y_p,2474,8.0,1979.0,-58.0,2.0,-4.0,-3.0
y_p,2475,2.0,1994.0,-63.0,-3.0,-6.0,-3.0
y_p,2476,8.0,2001.0,-55.0,5.0,-7.0,-3.0
y_p,2477,10.0,1995.0,-49.0,1.0,0.0,-5.0
y_p,2478,19.0,1988.0,-42.0,-1.0,-2.0,-5.0
y_p,2479,17.0,1987.0,-58.0,-1.0,2.0,1.0
y_p,2480,10.0,1991.0,-60.0,-3.0,-2.0,-1.0
y_p,2481,14.0,1994.0,-52.0,2.0,-2.0,-5.0
y_p,2482,7.0,1990.0,-51.0,3.0,-4.0,-3.0
y_p,2483,1.0,1999.0,-65.0,5.0,-4.0,-2.0
y_p,2484,14.0,1996.0,-60.0,4.0,-2.0,-2.0
y_p,2485,-3.0,1983.0,-60.0,2.0,-5.0,-5.0
y_p,2486,11.0,1987.0,-66.0,-1.0,-5.0,-7.0
y_p,2487,12.0,1994.0,-67.0,8.0,-7.0,-1.0
y_p,2488,7.0,1995.0,-58.0,6.0,-11.0,0.0
y_p,2489,20.0,1991.0,-41.0,-1.0,-7.0,-4.0
y_p,2490,10.0,1989.0,-58.0,0.0,-4.0,0.0
y_p,2491,13.0,1985.0,-57.0,9.0,2.0,-4.0
y_p,2492,6.0,1983.0,-53.0,-3.0,-9.0,-6.0
y_p,2493,9.0,1985.0,-59.0,-2.0,1.0,-8.0
y_p,2494,8.0,1994.0,-63.0,0.0,-2.0,-5.0
y_p,2495,13.0,2000.0,-53.0,-5.0,-5.0,-3.0
y_p,2496,11.0,1999.0,-61.0,7.0,-3.0,-3.0
y_p,2497,-1.0,2001.0,-62.0,5.0,0.0,-2.0
y_p,2498,-11.0,1988.0,-50.0,8.0,-6.0,-1.0
y_p,2499,6.0,1986.0,-59.0,-1.0,-6.0,-5.0
y_p,2500,12.0,1992.0,-57.0,0.0,-11.0,-3.0
y_p,2501,12.0,1990.0,-57.0,5.0,-4.0,3.0
y_p,2502,3.0,1984.0,-53.0,-2.0,-1.0,-2.0
y_p,2503,5.0,1990.0,-63.0,2.0,-1.0,-2.0
y_p,2504,12.0,1999.0,-62.0,2.0,-7.0,-3.0
y_p,2505,10.0,1987.0,-54.0,-2.0,-1.0,-3.0
y_p,2506,27.0,1988.0,-67.0,6.0,2.0,-8.0
y_p,2507,12.0,1986.0,-51.0,4.0,-5.0,-7.0
y_p,2508,-8.0,1996.0,-73.0,1.0,-6.0,-1.0
y_p,2509,0.0,1991.0,-48.0,5.0,-4.0,-5.0
y_p,2510,8.0,1983.0,-56.0,4.0,-7.0,-3.0
y_p,2511,15.0,1994.0,-60.0,7.0,-3.0,-3.0
y_p,2512,13.0,1984.0,-50.0,3.0,-3.0,-4.0
y_p,2513,13.0,1992.0,-57.0,8.0,-7.0,-3.0
y_p,2514,13.0,1998.0,-54.0,7.0,-4.0,-6.0
y_p,2515,17.0,1999.0,-70.0,4.0,-3.0,-5.0
y_p,2516,-4.0,1995.0,-57.0,3.0,-6.0,-1.0
y_p,2517,3.0,1995.0,-56.0,-2.0,-3.0,-2.0
y_p,2518,8.0,2005.0,-66.0,2.0,-9.0,-3.0
y_p,2519,11.0,1995.0,-47.0,7.0,-3.0,-4.0
y_p,2520,10.0,2002.0,-56.0,-6.0,-10.0,-2.0
y_p,2521,15.0,1997.0,-66.0,-1.0,-4.0,1.0
y_p,2522,8.0,1984.0,-59.0,2.0,-3.0,-6.0
y_p,2523,15.0,1997.0,-54.0,2.0,-3.0,-4.0
y_p,2524,18.0,1987.0,-53.0,2.0,-4.0,-1.0
y_p,2525,19.0,1997.0,-53.0,1.0,-7.0,-2.0
y_p,2526,6.0,1992.0,-68.0,2.0,-2.0,-2.0
y_p,2527,5.0,1994.0,-53.0,2.0,-6.0,-1.0
y_p,2528,15.0,1993.0,-53.0,2.0,-5.0,-2.0
y_p,2529,15.0,1994.0,-53.0,3.0,-2.0,-4.0
y_p,2530,17.0,1986.0,-44.0,4.0,-6.0,-8.0
y_p,2531,4.0,1996.0,-60.0,3.0,-2.0,-5.0
y_p,2532,3.0,1983.0,-55.0,0.0,-3.0,-7.0
y_p,2533,14.0,2000.0,-48.0,2.0,-11.0,-3.0
y_p,2534,6.0,2000.0,-52.0,0.0,-5.0,-2.0
y_p,2535,-1.0,1996.0,-57.0,2.0,-5.0,-1.0
y_p,2536,9.0,1995.0,-59.0,2.0,-8.0,-5.0
y_p,2537,8.0,1986.0,-42.0,2.0,-2.0,0.0
y_p,2538,10.0,1993.0,-51.0,2.0,-4.0,-9.0
y_p,2539,15.0,1990.0,-56.0,-2.0,-4.0,-4.0
y_p,2540,12.0,1990.0,-52.0,5.0,-5.0,0.0
y_p,2541,6.0,1985.0,-51.0,-1.0,-2.0,-4.0
y_p,2542,2.0,1983.0,-38.0,3.0,-6.0,-5.0
y_p,2543,6.0,1991.0,-50.0,6.0,-2.0,-7.0
y_p,2544,15.0,1996.0,-50.0,3.0,-4.0,-5.0
y_p,2545,2.0,1988.0,-36.0,2.0,-4.0,-4.0
y_p,2546,16.0,1994.0,-43.0,3.0,0.0,-4.0
y_p,2547,5.0,1995.0,-50.0,6.0,-5.0,-7.0
y_p,2548,6.0,1982.0,-52.0,1.0,-3.0,-3.0
y_p,2549,8.0,1989.0,-50.0,6.0,-1.0,3.0
y_p,2550,20.0,1984.0,-52.0,2.0,1.0,-5.0
y_p,2551,11.0,1990.0,-61.0,4.0,-4.0,-5.0
y_p,2552,4.0,1979.0,-64.0,4.0,-4.0,-4.0
y_p,2553,3.0,1985.0,-46.0,4.0,-7.0,-7.0
y_p,2554,9.0,1998.0,-57.0,-2.0,-2.0,0.0
y_p,2555,-2.0,1992.0,-49.0,5.0,-6.0,-3.0
y_p,2556,11.0,1988.0,-58.0,-1.0,0.0,-6.0
y_p,2557,5.0,1985.0,-70.0,3.0,-3.0,-7.0
y_p,2558,0.0,1995.0,-63.0,-11.0,-1.0,-2.0
y_p,2559,8.0,1998.0,-56.0,-3.0,-10.0,-5.0
y_p,2560,22.0,1992.0,-54.0,-2.0,-8.0,-5.0
y_p,2561,16.0,1987.0,-66.0,3.0,-6.0,-4.0
y_p,2562,18.0,1992.0,-55.0,6.0,-1.0,-3.0
y_p,2563,8.0,1992.0,-65.0,2.0,-7.0,-3.0
y_p,2564,15.0,1993.0,-51.0,3.0,-4.0,-6.0
y_p,2565,6.0,2004.0,-55.0,-1.0,-2.0,-7.0
y_p,2566,10.0,1998.0,-71.0,6.0,-2.0,-5.0
y_p,2567,15.0,1998.0,-59.0,-1.0,-4.0,-7.0
y_p,2568,12.0,1990.0,-65.0,0.0,-3.0,-4.0
y_p,2569,10.0,1992.0,-59.0,1.0,-1.0,-8.0
y_p,2570,8.0,1995.0,-55.0,5.0,-5.0,-4.0
y_p,2571,5.0,1994.0,-52.0,1.0,-3.0,-4.0
y_p,2572,22.0,1999.0,-66.0,2.0,-10.0,-3.0
y_p,2573,15.0,1983.0,-56.0,5.0,-4.0,-3.0
y_p,2574,10.0,1994.0,-47.0,-2.0,-4.0,-3.0
y_p,2575,13.0,1998.0,-61.0,4.0,-3.0,-5.0
y_p,2576,1.0,1991.0,-50.0,2.0,-4.0,-4.0
y_p,2577,-1.0,1994.0,-51.0,2.0,2.0,-2.0
y_p,2578,20.0,1998.0,-68.0,3.0,-1.0,-7.0
y_p,2579,21.0,1992.0,-40.0,-6.0,-5.0,4.0
y_p,2580,14.0,1991.0,-48.0,3.0,-5.0,-5.0
y_p,2581,0.0,2004.0,-57.0,7.0,-9.0,-7.0
y_p,2582,13.0,1988.0,-59.0,2.0,-6.0,1.0
y_p,2583,-1.0,1990.0,-65.0,8.0,-4.0,-8.0
y_p,2584,22.0,2014.0,-58.0,5.0,-3.0,-5.0
y_p,2585,9.0,1992.0,-67.0,-2.0,-1.0,-9.0
y_p,2586,9.0,1988.0,-60.0,0.0,-6.0,-2.0
y_p,2587,7.0,1991.0,-53.0,3.0,-5.0,-4.0
y_p,2588,3.0,1984.0,-62.0,1.0,-5.0,2.0
y_p,2589,13.0,1987.0,-58.0,1.0,-7.0,-2.0
y_p,2590,16.0,1986.0,-60.0,6.0,-7.0,-3.0
y_p,2591,2.0,1991.0,-54.0,1.0,-5.0,-5.0
y_p,2592,4.0,1991.0,-45.0,3.0,-4.0,-1.0
y_p,2593,14.0,1995.0,-57.0,-4.0,-5.0,-5.0
y_p,2594,17.0,1983.0,-51.0,4.0,-7.0,-4.0
y_p,2595,6.0,1988.0,-51.0,-4.0,-5.0,-6.0
y_p,2596,-2.0,1994.0,-55.0,-2.0,-2.0,2.0
y_p,2597,12.0,1987.0,-50.0,-2.0,-2.0,0.0
y_p,2598,17.0,1993.0,-69.0,-3.0,-1.0,-4.0
y_p,2599,16.0,1997.0,-60.0,-6.0,-5.0,-5.0
y_p,2600,16.0,1989.0,-65.0,8.0,-3.0,-3.0
y_p,2601,7.0,1994.0,-65.0,2.0,1.0,-1.0
y_p,2602,10.0,1995.0,-62.0,6.0,-4.0,-2.0
y_p,2603,17.0,1995.0,-42.0,4.0,-2.0,-5.0
y_p,2604,7.0,1993.0,-56.0,7.0,-5.0,-5.0
y_p,2605,10.0,1989.0,-70.0,6.0,-2.0,-6.0
y_p,2606,0.0,1991.0,-62.0,4.0,-5.0,-11.0
y_p,2607,9.0,1994.0,-54.0,4.0,-2.0,0.0
y_p,2608,-3.0,1991.0,-57.0,0.0,-3.0,-5.0
y_p,2609,-3.0,1988.0,-58.0,1.0,0.0,-5.0
y_p,2610,23.0,1991.0,-52.0,0.0,-11.0,-1.0
y_p,2611,6.0,1990.0,-53.0,8.0,-7.0,-1.0
y_p,2612,2.0,1991.0,-44.0,-3.0,-6.0,-4.0
y_p,2613,8.0,1990.0,-58.0,6.0,-6.0,-7.0
y_p,2614,5.0,1986.0,-49.0,-4.0,-7.0,-9.0
y_p,2615,17.0,1985.0,-57.0,4.0,-5.0,-6.0
y_p,2616,3.0,1994.0,-61.0,3.0,1.0,-6.0
y_p,2617,-2.0,1989.0,-60.0,-3.0,-8.0,-1.0
y_p,2618,10.0,1999.0,-58.0,2.0,-2.0,-1.0
y_p,2619,10.0,1987.0,-55.0,4.0,-4.0,-3.0
y_p,2620,-2.0,1988.0,-64.0,5.0,-2.0,0.0
y_p,2621,10.0,1990.0,-55.0,6.0,-6.0,-3.0
y_p,2622,9.0,1989.0,-47.0,-1.0,-5.0,-3.0
y_p,2623,11.0,1993.0,-61.0,1.0,1.0,-5.0
y_p,2624,8.0,1997.0,-54.0,0.0,1.0,-6.0
y_p,2625,11.0,1992.0,-54.0,0.0,-2.0,-4.0
y_p,2626,15.0,1997.0,-71.0,-3.0,-7.0,-5.0
y_p,2627,0.0,1992.0,-60.0,1.0,-1.0,-3.0
y_p,2628,8.0,1992.0,-48.0,1.0,-8.0,-1.0
y_p,2629,-5.0,1986.0,-38.0,3.0,-3.0,-4.0
y_p,2630,9.0,1993.0,-60.0,-3.0,-5.0,-6.0
y_p,2631,8.0,1985.0,-56.0,6.0,-2.0,-2.0
y_p,2632,14.0,1998.0,-61.0,0.0,-6.0,-6.0
y_p,2633,12.0,1985.0,-56.0,2.0,1.0,-4.0
y_p,2634,10.0,1998.0,-64.0,-1.0,-7.0,-1.0
y_p,2635,4.0,2002.0,-60.0,6.0,-6.0,1.0
y_p,2636,18.0,1989.0,-69.0,4.0,-6.0,-7.0
y_p,2637,-4.0,1986.0,-54.0,4.0,-3.0,-6.0
y_p,2638,2.0,1993.0,-54.0,11.0,-7.0,-5.0
y_p,2639,11.0,1980.0,-52.0,0.0,-7.0,1.0
y_p,2640,14.0,1996.0,-62.0,-4.0,-6.0,-5.0
y_p,2641,8.0,1999.0,-47.0,1.0,-4.0,0.0
y_p,2642,18.0,1987.0,-57.0,7.0,-4.0,-5.0
y_p,2643,9.0,1997.0,-47.0,4.0,3.0,-1.0
y_p,2644,29.0,1990.0,-55.0,3.0,-4.0,2.0
y_p,2645,17.0,2005.0,-54.0,4.0,-2.0,-7.0
y_p,2646,15.0,1982.0,-64.0,1.0,-4.0,1.0
y_p,2647,19.0,1995.0,-61.0,3.0,-3.0,1.0
y_p,2648,15.0,1983.0,-52.0,1.0,-1.0,-5.0
y_p,2649,10.0,1998.0,-52.0,2.0,-2.0,-2.0
y_p,2650,5.0,1988.0,-56.0,2.0,-5.0,-1.0
y_p,2651,5.0,1997.0,-56.0,-1.0,1.0,-6.0
y_p,2652,8.0,1992.0,-54.0,2.0,-6.0,-4.0
y_p,2653,3.0,1996.0,-62.0,-2.0,-3.0,-3.0
y_p,2654,7.0,1996.0,-70.0,2.0,-6.0,-7.0
y_p,2655,2.0,1994.0,-55.0,1.0,-5.0,-2.0
y_p,2656,7.0,1991.0,-81.0,-3.0,-8.0,2.0
y_p,2657,19.0,1989.0,-54.0,2.0,-6.0,-4.0
y_p,2658,16.0,1999.0,-48.0,1.0,2.0,-1.0
y_p,2659,8.0,1984.0,-47.0,1.0,-7.0,-2.0
y_p,2660,8.0,1999.0,-44.0,-1.0,-4.0,-7.0
y_p,2661,8.0,1993.0,-65.0,4.0,-6.0,-1.0
y_p,2662,21.0,1990.0,-49.0,2.0,-3.0,-6.0
y_p,2663,20.0,1996.0,-46.0,3.0,-14.0,-2.0
y_p,2664,1.0,1989.0,-66.0,7.0,-8.0,-10.0
y_p,2665,14.0,1990.0,-57.0,3.0,-5.0,-1.0
y_p,2666,15.0,1997.0,-54.0,-1.0,-5.0,-5.0
y_p,2667,0.0,1983.0,-49.0,-2.0,-6.0,-4.0
y_p,2668,18.0,1983.0,-43.0,5.0,-2.0,-1.0
y_p,2669,11.0,2001.0,-67.0,2.0,-5.0,-2.0
y_p,2670,17.0,2000.0,-62.0,-4.0,-8.0,1.0
y_p,2671,14.0,2001.0,-54.0,-1.0,-5.0,-2.0
y_p,2672,-2.0,1989.0,-71.0,4.0,-4.0,-9.0
y_p,2673,14.0,1998.0,-56.0,0.0,-7.0,-8.0
y_p,2674,22.0,1984.0,-53.0,5.0,-10.0,-4.0
y_p,2675,8.0,1992.0,-44.0,3.0,-7.0,-5.0
y_p,2676,2.0,2000.0,-51.0,-1.0,-9.0,-6.0
y_p,2677,8.0,1998.0,-48.0,4.0,-1.0,-5.0
y_p,2678,10.0,2003.0,-41.0,4.0,-9.0,-6.0
y_p,2679,7.0,1981.0,-61.0,-2.0,-3.0,-3.0
y_p,2680,6.0,1996.0,-54.0,-2.0,-3.0,-3.0
y_p,2681,-1.0,2008.0,-50.0,2.0,-5.0,-2.0
y_p,2682,8.0,1989.0,-53.0,4.0,-3.0,-4.0
y_p,2683,6.0,1991.0,-63.0,-1.0,-9.0,-5.0
y_p,2684,14.0,1987.0,-66.0,1.0,-5.0,-2.0
y_p,2685,-3.0,1998.0,-60.0,7.0,-12.0,-4.0
y_p,2686,22.0,1994.0,-57.0,7.0,-3.0,-5.0
y_p,2687,4.0,1991.0,-58.0,11.0,-4.0,-1.0
y_p,2688,0.0,2007.0,-55.0,0.0,-3.0,-2.0
y_p,2689,0.0,2000.0,-62.0,-1.0,-4.0,-2.0
y_p,2690,14.0,1989.0,-58.0,1.0,-10.0,-2.0
y_p,2691,1.0,1994.0,-51.0,2.0,-4.0,0.0
y_p,2692,5.0,1995.0,-56.0,3.0,-6.0,-8.0
y_p,2693,12.0,1990.0,-53.0,6.0,-3.0,-2.0
y_p,2694,20.0,1994.0,-60.0,4.0,-5.0,-2.0
y_p,2695,9.0,1993.0,-65.0,-7.0,-6.0,-5.0
y_p,2696,-3.0,1987.0,-60.0,-3.0,-9.0,-2.0
y_p,2697,6.0,1995.0,-46.0,-3.0,-6.0,-3.0
y_p,2698,3.0,1985.0,-49.0,2.0,-11.0,-3.0
y_p,2699,1.0,1979.0,-60.0,4.0,-3.0,-5.0
y_p,2700,13.0,1982.0,-45.0,1.0,-5.0,-3.0
y_p,2701,11.0,1989.0,-48.0,-1.0,-1.0,0.0
y_p,2702,6.0,1988.0,-67.0,0.0,-9.0,-4.0
y_p,2703,11.0,1993.0,-60.0,-4.0,-8.0,-2.0
y_p,2704,2.0,1997.0,-41.0,0.0,-3.0,-4.0
y_p,2705,12.0,1985.0,-60.0,1.0,-10.0,-6.0
y_p,2706,4.0,1994.0,-35.0,-8.0,-5.0,-6.0
y_p,2707,4.0,1992.0,-60.0,2.0,1.0,-5.0
y_p,2708,8.0,1988.0,-56.0,4.0,-4.0,0.0
y_p,2709,17.0,1984.0,-52.0,-1.0,-3.0,-7.0
y_p,2710,-1.0,1997.0,-50.0,4.0,-5.0,-1.0
y_p,2711,16.0,1993.0,-61.0,2.0,-3.0,-9.0
y_p,2712,2.0,1990.0,-55.0,-1.0,-4.0,-3.0
y_p,2713,8.0,1989.0,-60.0,1.0,-5.0,-1.0
y_p,2714,15.0,1991.0,-73.0,-1.0,-7.0,0.0
y_p,2715,8.0,1986.0,-52.0,-2.0,-2.0,-2.0
y_p,2716,2.0,1986.0,-48.0,6.0,-4.0,-3.0
y_p,2717,12.0,1989.0,-49.0,0.0,-6.0,-3.0
y_p,2718,-2.0,1992.0,-57.0,0.0,-4.0,-7.0
y_p,2719,13.0,1994.0,-62.0,0.0,-4.0,-4.0
y_p,2720,-3.0,1985.0,-58.0,5.0,-3.0,-3.0
y_p,2721,21.0,1994.0,-63.0,9.0,-7.0,-4.0
y_p,2722,14.0,1997.0,-58.0,-2.0,-8.0,-7.0
y_p,2723,10.0,1985.0,-51.0,5.0,-9.0,-7.0
y_p,2724,21.0,1987.0,-61.0,-3.0,-7.0,-6.0
y_p,2725,10.0,1992.0,-50.0,-4.0,-5.0,-5.0
y_p,2726,21.0,2005.0,-66.0,-7.0,-3.0,-5.0
y_p,2727,21.0,1986.0,-65.0,3.0,-4.0,-7.0
y_p,2728,4.0,1983.0,-61.0,-1.0,-5.0,-4.0
y_p,2729,5.0,1988.0,-54.0,-6.0,-8.0,-4.0
y_p,2730,8.0,1993.0,-52.0,5.0,-2.0,-8.0
y_p,2731,6.0,1988.0,-73.0,3.0,-8.0,-7.0
y_p,2732,18.0,1989.0,-52.0,-3.0,-6.0,-2.0
y_p,2733,14.0,1996.0,-69.0,-3.0,-6.0,-3.0
y_p,2734,3.0,1992.0,-66.0,3.0,-2.0,-4.0
y_p,2735,14.0,1983.0,-67.0,7.0,-6.0,-3.0
y_p,2736,8.0,1992.0,-58.0,2.0,-6.0,-6.0
y_p,2737,10.0,1993.0,-54.0,1.0,-6.0,-6.0
y_p,2738,11.0,1989.0,-62.0,-4.0,-5.0,-4.0
y_p,2739,-2.0,1990.0,-56.0,2.0,-5.0,-7.0
y_p,2740,15.0,1979.0,-45.0,2.0,-1.0,-3.0
y_p,2741,8.0,1989.0,-49.0,5.0,-3.0,-4.0
y_p,2742,-7.0,1987.0,-69.0,5.0,-7.0,-3.0
y_p,2743,25.0,1982.0,-42.0,6.0,-3.0,-1.0
y_p,2744,17.0,1981.0,-58.0,0.0,-2.0,-4.0
y_p,2745,11.0,1977.0,-50.0,0.0,-3.0,-5.0
y_p,2746,3.0,1999.0,-44.0,8.0,-2.0,-3.0
y_p,2747,2.0,1997.0,-54.0,3.0,-3.0,-2.0
y_p,2748,4.0,1992.0,-67.0,7.0,-5.0,-3.0
y_p,2749,3.0,1993.0,-56.0,4.0,-6.0,-1.0
y_p,2750,16.0,1987.0,-55.0,0.0,-6.0,-2.0
